transaction_id,customer_id,transaction_date,category,item,quantity,unit_price,discount,total_spent,payment_method,location,region,customer_segment,rating,returned
TXN-101347,CUST-4290,2022-05-13,Electronics,Webcam,10,87.62,0.17,727.25,Debit Card,Online,Central,Premium,4.7,0.0
TXN-109861,CUST-2742,2023-02-17,Electronics,Monitor,7,306.38,0.13,1865.85,Cash,Mobile App,West,Regular,2.9,1.0
TXN-101727,CUST-1243,2022-06-04,Home & Kitchen,Blender,4,58.45,0.25,175.35,Bank Transfer,Online,Central,VIP,1.4,0.0
TXN-105075,CUST-3648,2024-09-06,Electronics,Laptop,6,948.46,,4438.79,PayPal,Online,North,VIP,2.1,0.0
TXN-104426,CUST-1295,2023-06-06,Home & Kitchen,Rice Cooker,4,46.68,0.24,141.91,Cash,In-Store,West,VIP,2.8,0.0
TXN-108778,CUST-4216,2022-01-11,Clothing,Denim Jeans,5,65.92,0.06,309.82,Cash,Mobile App,South,Regular,2.5,0.0
TXN-108477,CUST-3785,2022-05-09,Sports & Outdoors,Dumbbells Set,2,91.07,0.09,165.75,Bank Transfer,Mobile App,South,VIP,1.8,0.0
TXN-104222,CUST-1114,2024-09-19,Automotive,Dash Cam,1,95.97,0.23,73.9,Bank Transfer,Online,North,VIP,2.6,0.0
TXN-105650,CUST-3400,2024-02-27,Home & Kitchen,Cookware Set,5,159.38,0.15,677.37,PayPal,,East,Regular,1.8,1.0
TXN-103605,CUST-4614,2024-07-26,Automotive,Tire Inflator,7,44.26,0.11,275.74,Cash,Mobile App,South,New,2.9,0.0
TXN-106143,CUST-3133,2024-08-30,Electronics,Smart Watch,9,238.07,0.2,1714.1,Debit Card,In-Store,North,VIP,3.9,0.0
TXN-105409,CUST-3956,2023-02-04,Automotive,Seat Covers Set,3,48.39,0.21,114.68,Bank Transfer,Online,South,VIP,4.0,0.0
TXN-103210,CUST-4486,2023-08-22,Automotive,Car Vacuum,7,37.74,0.22,206.06,PayPal,Online,North,Premium,1.0,0.0
TXN-106421,CUST-2725,2023-04-03,Beauty & Personal Care,Face Serum,7,36.01,0.19,204.18,Credit Card,Online,East,New,3.2,0.0
TXN-103773,CUST-1582,2024-03-06,Beauty & Personal Care,Hair Dryer,10,43.55,0.05,413.72,Credit Card,Online,,VIP,3.8,0.0
TXN-106646,CUST-4531,2023-09-19,Electronics,Tablet,3,299.72,0.02,881.18,Cash,Online,North,Regular,4.7,0.0
TXN-109387,CUST-4397,2022-03-19,Books,Statistics 101,8,28.84,0.01,228.41,PayPal,Mobile App,South,VIP,1.4,0.0
TXN-107070,CUST-2305,2023-11-22,Sports & Outdoors,Tennis Racket,3,70.25,0.16,-177.03,PayPal,Mobile App,West,New,3.5,0.0
TXN-103753,CUST-1583,2023-02-10,Toys & Games,Jigsaw Puzzle,2,21.15,0.07,39.34,PayPal,In-Store,East,New,2.2,1.0
TXN-106764,CUST-1172,2023-11-18,Clothing,Winter Jacket,2,126.27,0.16,212.13,PayPal,Mobile App,West,,1.7,0.0
TXN-109786,CUST-2019,2024-12-30,Automotive,Car Floor Mats,6,36.53,0.16,184.11,Cash,Mobile App,West,Premium,2.6,1.0
TXN-109358,CUST-3355,2022-08-18,Home & Kitchen,Coffee Maker,1,72.06,0.09,65.57,Cash,In-Store,East,VIP,1.0,0.0
TXN-100868,CUST-2463,2022-10-18,Electronics,Wireless Headphones,4,164.35,,525.92,PayPal,In-Store,South,New,2.4,0.0
TXN-107862,CUST-2665,02/05/2022,Books,Business Analytics,6,34.57,0.15,176.31,Cash,Mobile App,South,VIP,3.2,0.0
TXN-106035,CUST-4704,2022-02-19,Electronics,Webcam,4,95.29,0.16,320.17,,In-Store,Central,Premium,3.0,0.0
TXN-109273,CUST-3961,2024-04-17,Clothing,Sneakers,8,87.65,0.27,511.88,Cash,In-Store,South,VIP,3.2,0.0
TXN-109192,CUST-3123,2023-09-04,Electronics,Mechanical Keyboard,1,121.55,0.13,105.75,Debit Card,In-Store,North,,2.8,0.0
TXN-100218,CUST-4448,2023-10-07,Home & Kitchen,Vacuum Cleaner,5,186.67,0.04,896.02,PayPal,Mobile App,North,VIP,4.8,0.0
TXN-104837,CUST-3913,2024-02-24,Home & Kitchen,Blender,10,54.6,,507.78,Cash,Online,South,Premium,5.0,0.0
TXN-109779,CUST-3754,2024-09-02,Electronics,Gaming Mouse,7,54.26,0.19,307.65,Cash,Online,Central,Premium,4.4,0.0
TXN-108997,CUST-4889,2023-12-08,Toys & Games,Nerf Blaster,9,26.47,0.12,209.64,Bank Transfer,In-Store,North,New,4.8,0.0
TXN-104379,CUST-2422,2024-09-24,Automotive,Car Vacuum,7,40.59,0.03,275.61,PayPal,Online,West,New,3.4,0.0
TXN-105592,CUST-4720,02-04-2023,Clothing,Yoga Pants,2,46.09,0.2,73.74,Cash,In-Store,South,VIP,2.6,0.0
TXN-108809,CUST-3659,2024-03-19,Books,Clean Code,7,32.35,0.02,221.92,Debit Card,In-Store,Central,New,1.5,0.0
TXN-105482,CUST-4118,2024-10-31,Clothing,Backpack,6,55.65,0.27,243.75,Credit Card,Online,Central,Regular,3.1,0.0
TXN-107337,CUST-4905,2023-10-21,Sports & Outdoors,Sleeping Bag,6,82.7,0.02,486.28,Bank Transfer,Mobile App,East,Premium,2.8,1.0
TXN-102152,CUST-1229,2022-03-22,Automotive,Dash Cam,5,92.66,0.16,389.17,Debit Card,In-Store,North,UNKNOWN,2.0,1.0
TXN-100569,CUST-2662,29/04/2023,Beauty & Personal Care,Shampoo Set,5,25.72,0.21,101.59,,In-Store,South,Premium,1.1,0.0
TXN-104583,CUST-2182,2023-06-30,Clothing,Cap,8,18.59,,107.08,Cash,Mobile App,West,New,4.8,0.0
TXN-107329,CUST-4689,2022-05-28,Automotive,Car Air Freshener,10,10.82,,94.13,PayPal,In-Store,South,New,1.2,1.0
TXN-108944,CUST-1965,2022-10-18,Books,Data Structures,1,47.64,0.25,35.73,Bank Transfer,Online,East,Premium,1.7,0.0
TXN-102767,CUST-2038,2024-08-03,Clothing,Hoodie,3,50.69,0.06,142.95,Debit Card,Mobile App,Central,VIP,4.8,0.0
TXN-107362,CUST-2228,2023-06-27,Electronics,Mechanical Keyboard,3,121.19,0.06,341.76,Bank Transfer,Mobile App,North,VIP,3.1,0.0
TXN-102754,CUST-4049,2024-06-25,Toys & Games,Nerf Blaster,10,23.79,0.19,192.7,Credit Card,Online,East,Premium,2.1,0.0
TXN-105271,CUST-2867,2023-04-28,Toys & Games,Drone Mini,6,85.28,0.2,409.34,Credit Card,Mobile App,West,Premium,1.6,0.0
TXN-104986,CUST-3821,2023-05-27,Electronics,Laptop,1,842.2,0.01,833.78,PayPal,Online,South,Premium,3.0,0.0
TXN-108262,CUST-1771,2023-03-23,Toys & Games,Jigsaw Puzzle,8,19.68,0.17,130.68,Bank Transfer,Online,Central,VIP,3.9,0.0
TXN-107944,CUST-3905,2022-12-06,Electronics,Webcam,4,95.72,0.15,325.45,PayPal,Mobile App,West,New,4.0,0.0
TXN-100965,CUST-4208,2022-01-06,Beauty & Personal Care,Beard Trimmer,8,46.51,0.06,349.76,Cash,In-Store,North,Premium,1.6,0.0
TXN-104022,CUST-2083,2022-10-17,Home & Kitchen,Coffee Maker,3,69.76,0.17,173.7,Bank Transfer,Online,South,Regular,,0.0
TXN-107822,CUST-1383,2023-04-18,Beauty & Personal Care,Hair Dryer,1,39.76,0.01,39.36,Debit Card,In-Store,Central,Regular,1.6,0.0
TXN-108774,CUST-4251,2023-09-03,Toys & Games,Action Figure Set,3,31.15,0.05,88.78,Bank Transfer,In-Store,North,New,4.3,0.0
TXN-103953,CUST-4250,2024-04-08,Beauty & Personal Care,Beard Trimmer,1,45.27,0.04,43.46,Debit Card,In-Store,South,Premium,4.5,0.0
TXN-109556,CUST-4604,2023-04-17,Home & Kitchen,Toaster Oven,8,83.31,0.04,639.82,Credit Card,Online,North,VIP,4.4,0.0
TXN-104368,CUST-2859,2024-09-11,Books,SQL Mastery,9,$33.26,0.19,242.47,Bank Transfer,Mobile App,East,Regular,4.2,1.0
TXN-107854,CUST-1289,2023-04-10,Clothing,Sunglasses,8,32.72,0.3,183.23,Cash,Mobile App,South,VIP,1.2,0.0
TXN-101040,CUST-1229,2022-07-27,Sports & Outdoors,Cycling Helmet,10,65.83,0.11,585.89,Debit Card,Online,Central,VIP,,0.0
TXN-101111,CUST-1298,2023-10-18,Sports & Outdoors,Resistance Bands,3,19.82,0.27,43.41,Cash,Online,South,Regular,1.2,0.0
TXN-103286,CUST-4687,2024-09-17,Electronics,Tablet,6,338.65,0.15,1727.11,Cash,Online,South,Premium,2.9,0.0
TXN-106048,CUST-2438,2022-12-11,Books,SQL Mastery,4,$33.82,0.12,119.05,Cash,In-Store,South,VIP,3.6,0.0
TXN-107641,CUST-3152,2022-01-10,Automotive,Tire Inflator,2,42.47,0.3,59.46,Credit Card,In-Store,South,New,1.5,0.0
TXN-107446,CUST-4345,2024-07-19,Electronics,Tablet,9,331.81,0.02,2926.56,Debit Card,In-Store,Central,VIP,1.5,0.0
TXN-105525,CUST-4344,2022-05-14,Sports & Outdoors,Cycling Helmet,4,60.46,0.1,217.66,Cash,Online,East,Premium,4.8,0.0
TXN-106504,CUST-2609,2024-05-31,Home & Kitchen,Kitchen Knife Set,4,93.06,0.3,260.57,PayPal,Online,West,VIP,3.5,0.0
TXN-109843,CUST-1913,2022-10-22,Electronics,Mechanical Keyboard,5,112.52,0.15,478.21,Cash,Mobile App,Central,,4.4,0.0
TXN-101262,CUST-3696,2024-05-14,Toys & Games,Card Game Bundle,6,14.84,0.22,69.45,Debit Card,Mobile App,South,Regular,4.5,0.0
TXN-107024,CUST-4525,2024-03-17,Automotive,Car Air Freshener,7,10.15,0.28,51.16,PayPal,Mobile App,,Regular,2.3,0.0
TXN-105128,CUST-4552,2024-07-30,Clothing,Cap,9,18.06,0.03,157.66,Bank Transfer,Online,North,,2.5,0.0
TXN-106331,CUST-3333,2024-12-05,Toys & Games,Drone Mini,9,85.79,0.12,-679.46,Debit Card,In-Store,North,New,1.6,0.0
TXN-103382,CUST-3554,2024-07-08,Automotive,Jump Starter,6,80.21,0.27,351.32,Bank Transfer,Mobile App,Central,Premium,1.3,0.0
TXN-102450,CUST-4946,2024-04-08,Toys & Games,Nerf Blaster,3,23.94,0.24,54.58,Debit Card,In-Store,North,New,1.1,0.0
TXN-105739,CUST-4189,2024-11-15,Home & Kitchen,Coffee Maker,1,74.17,0.19,60.08,PayPal,In-Store,North,New,2.9,0.0
TXN-108141,CUST-2230,2024-08-28,Electronics,Gaming Mouse,8,55.94,0.05,425.14,Credit Card,In-Store,West,Premium,4.6,0.0
TXN-100080,CUST-2882,2023-06-05,Sports & Outdoors,Jump Rope,3,16.23,0.07,45.28,Debit Card,Mobile App,North,New,4.6,1.0
TXN-104906,CUST-2162,2022-05-08,Automotive,Seat Covers Set,7,54.43,0.02,373.39,PayPal,Mobile App,West,Regular,3.4,0.0
TXN-109022,CUST-2913,2024-03-24,Automotive,Dash Cam,8,84.25,0.26,498.76,Cash,Online,North,Regular,3.5,0.0
TXN-103665,CUST-1968,2023-05-05,Books,Business Analytics,7,38.99,0.12,240.18,Bank Transfer,In-Store,South,New,1.9,1.0
TXN-106565,CUST-1653,2022-02-14,Home & Kitchen,Air Fryer,4,90.13,0.2,288.42,Bank Transfer,In-Store,East,VIP,1.5,1.0
TXN-100093,CUST-4235,2024-01-04,Beauty & Personal Care,Electric Toothbrush,1,46.09,0.04,44.25,Cash,Mobile App,East,Regular,1.7,0.0
TXN-109243,CUST-4278,2022-05-31,Home & Kitchen,Desk Lamp,6,35.54,0.01,211.11,Bank Transfer,Mobile App,West,VIP,4.5,1.0
TXN-100391,CUST-2077,2023-03-28,Toys & Games,Play-Doh Kit,7,21.84,,114.66,Credit Card,Online,South,VIP,2.1,1.0
TXN-109559,CUST-4729,2024-12-05,Automotive,ERROR,3,98.7,0.28,213.19,Credit Card,In-Store,North,Regular,2.8,0.0
TXN-104989,CUST-2821,2022-07-19,Books,Deep Work,6,17.44,0.21,82.67,PayPal,Online,West,Premium,2.7,1.0
TXN-109032,CUST-3170,2022-11-06,Automotive,Jump Starter,6,73.07,0.19,355.12,Credit Card,In-Store,South,New,2.1,
TXN-102952,CUST-2578,2024-12-04,Beauty & Personal Care,Hair Dryer,5,43.14,0.29,153.15,Bank Transfer,Mobile App,West,VIP,1.9,0.0
TXN-108005,CUST-2865,2022-02-07,Automotive,USB Car Charger,7,15.13,0.29,75.2,,In-Store,Central,Regular,2.5,
TXN-100732,CUST-1436,2023-03-31,Books,The Pragmatic Programmer,UNKNOWN,47.67,0.16,120.13,PayPal,In-Store,Central,New,2.3,0.0
TXN-108970,CUST-1699,2024-08-09,Books,The Pragmatic Programmer,2,46.14,0.04,88.59,PayPal,In-Store,North,New,3.7,0.0
TXN-109921,CUST-2169,2022-05-12,Toys & Games,Action Figure Set,1,29.64,0.06,27.86,Cash,Mobile App,East,New,4.3,1.0
TXN-105013,CUST-2847,2023-06-04,Sports & Outdoors,Sleeping Bag,6,82.07,0.19,398.86,Bank Transfer,Online,East,VIP,2.2,0.0
TXN-102979,CUST-3003,2022-12-15,Beauty & Personal Care,Body Lotion,5,18.8,0.02,92.12,Bank Transfer,Online,South,Regular,2.0,1.0
TXN-103426,CUST-3396,2024-07-31,Sports & Outdoors,Treadmill,3,575.44,0.15,1467.37,Debit Card,Online,South,Premium,3.1,0.0
TXN-108410,CUST-4410,2022-10-25,Beauty & Personal Care,Face Serum,6,38.44,0.16,193.74,Credit Card,Mobile App,West,VIP,2.1,0.0
TXN-101507,CUST-2861,2024-01-05,Sports & Outdoors,Protein Powder,2,45.21,0.04,86.8,Bank Transfer,Mobile App,Central,Premium,2.5,0.0
TXN-106972,CUST-1143,2022-11-05,Automotive,Dash Cam,2pcs,91.3,0.29,129.65,Credit Card,In-Store,North,New,3.7,0.0
TXN-101064,CUST-4063,2022-03-12,Books,Data Structures,3,48.74,0.17,121.36,PayPal,Mobile App,North,Premium,4.9,0.0
TXN-109934,CUST-3486,2024-06-13,Beauty & Personal Care,Perfume Set,10,94.54,0.19,765.77,Debit Card,Mobile App,North,New,2.3,0.0
TXN-107152,CUST-4140,2023-07-21,Toys & Games,Remote Control Car,2,52.7,0.13,91.7,Cash,In-Store,South,New,4.4,0.0
TXN-104556,CUST-4213,06/08/2024,Electronics,Gaming Mouse,4,63.86,0.04,245.22,Credit Card,Mobile App,East,Premium,4.4,0.0
TXN-104412,CUST-2450,2022-07-25,Automotive,Dash Cam,4,91.21,0.05,346.6,Debit Card,Online,East,Premium,2.8,1.0
TXN-103211,CUST-2456,2022-11-12,Electronics,Smart Watch,10,246.81,,2320.01,Cash,Mobile App,Central,VIP,1.0,0.0
TXN-104527,CUST-1613,2023-03-20,Books,SQL Mastery,4,34.21,0.09,124.52,Bank Transfer,In-Store,South,Regular,1.8,0.0
TXN-100941,CUST-4263,2024-09-30,Home & Kitchen,Blender,5,64.08,0.2,256.32,PayPal,Mobile App,East,New,2.2,0.0
TXN-100164,CUST-2955,2024-09-01,Electronics,Webcam,3,98.59,0.12,260.28,Cash,Online,East,VIP,3.6,0.0
TXN-108228,CUST-1653,2024-05-18,Books,Statistics 101,2,28.96,0.01,57.34,PayPal,In-Store,South,New,1.6,0.0
TXN-107636,CUST-1077,2022-08-14,Books,Atomic Habits,5,20.98,0.05,99.66,Debit Card,Online,Central,Regular,1.3,1.0
TXN-102103,CUST-2297,2023-07-07,Home & Kitchen,Kitchen Knife Set,3,84.47,0.21,200.19,Credit Card,,West,New,2.6,0.0
TXN-103329,CUST-2136,2023-08-22,Books,The Pragmatic Programmer,1,49.27,0.21,38.92,Debit Card,Mobile App,North,New,3.8,1.0
TXN-105415,CUST-4057,2023-08-03,Toys & Games,Drone Mini,1,87.89,0.11,78.22,Debit Card,In-Store,South,VIP,4.7,0.0
TXN-107582,CUST-2293,2022-09-11,Electronics,Tablet,6,353.73,0.21,1676.68,Bank Transfer,In-Store,Central,VIP,1.9,0.0
TXN-103157,CUST-3491,2023-10-09,Electronics,Smartphone,7,739.13,0.04,4966.95,PayPal,Mobile App,North,Regular,1.1,1.0
TXN-108118,CUST-1472,2022-11-03,Sports & Outdoors,Yoga Mat,2,28.45,0.15,48.36,Credit Card,Online,,VIP,3.9,0.0
TXN-105733,CUST-4005,2023-08-24,Books,Machine Learning Basics,9,38.28,,244.61,PayPal,Online,North,Premium,2.9,1.0
TXN-102372,CUST-1993,2023-12-05,Books,Clean Code,2,30.58,0.04,58.71,PayPal,Mobile App,North,Regular,4.1,0.0
TXN-109461,CUST-4327,2024-10-16,Toys & Games,Drone Mini,3,81.48,0.15,207.77,PayPal,In-Store,East,Regular,1.6,0.0
TXN-107318,CUST-1503,2024-06-30,Books,Machine Learning Basics,1,37.8,0.08,34.78,Bank Transfer,Online,West,Premium,1.0,0.0
TXN-105392,CUST-4355,2022-10-07,Clothing,Cap,1,18.72,0.21,14.79,Cash,Mobile App,East,VIP,1.2,0.0
TXN-108126,CUST-1618,03-02-2022,Automotive,Car Air Freshener,9,10.18,0.18,75.13,UNKNOWN,In-Store,East,Premium,3.4,0.0
TXN-103001,CUST-2283,2023-10-05,Clothing,Dress Shirt,1,36.11,0.19,29.25,Bank Transfer,Mobile App,East,Regular,3.7,0.0
TXN-102150,CUST-4785,2022-03-02,Sports & Outdoors,Sleeping Bag,9,77.9,0.01,694.09,Credit Card,Mobile App,East,Regular,4.1,0.0
TXN-100209,CUST-3306,2022-04-01,Clothing,Running Shoes,6,94.83,0.05,540.53,PayPal,Online,West,Regular,1.0,0.0
TXN-107159,CUST-2224,2022-08-20,Toys & Games,Nerf Blaster,1,23.52,0.25,17.64,PayPal,In-Store,North,Regular,3.2,0.0
TXN-102329,CUST-1449,2022-11-16,Home & Kitchen,Vacuum Cleaner,2,192.49,0.12,338.78,Debit Card,Mobile App,South,New,2.8,
TXN-104776,CUST-2496,2022-08-17,Home & Kitchen,Coffee Maker,7,76.19,0.07,496.0,PayPal,Online,North,Regular,1.7,0.0
TXN-101613,CUST-4109,2024-12-12,Sports & Outdoors,Water Bottle,7,26.89,0.08,173.17,Bank Transfer,In-Store,South,Premium,1.2,0.0
TXN-101549,CUST-3346,2024-12-05,Home & Kitchen,Coffee Maker,9,67.93,0.24,464.64,PayPal,Mobile App,North,VIP,3.3,0.0
TXN-103793,CUST-2288,2024-04-03,Sports & Outdoors,Jump Rope,9,15.08,0.21,107.22,Cash,In-Store,North,Regular,2.2,0.0
TXN-106814,CUST-2660,2024-12-27,Toys & Games,Drone Mini,1,86.57,0.28,62.33,PayPal,Online,North,New,4.2,0.0
TXN-102058,CUST-2990,2022-07-25,Toys & Games,Chess Set,5,40.79,0.3,142.76,Cash,Mobile App,South,Regular,2.9,0.0
TXN-108067,CUST-4868,2022-09-07,Books,UNKNOWN,5,19.47,0.28,70.09,PayPal,In-Store,West,Regular,4.9,0.0
TXN-101351,CUST-2670,2022-04-23,Beauty & Personal Care,Electric Toothbrush,7,52.75,0.12,324.94,Bank Transfer,Mobile App,North,New,1.6,0.0
TXN-109257,CUST-4957,2023-06-12,Clothing,Dress Shirt,7,36.84,0.14,221.78,Cash,In-Store,South,Regular,4.9,0.0
TXN-102289,CUST-2423,2024-02-20,Automotive,Steering Wheel Cover,9,25.03,0.13,195.98,PayPal,,Central,,1.3,0.0
TXN-109593,CUST-3678,2023-05-13,Clothing,Running Shoes,5,94.03,0.06,441.94,Credit Card,Online,South,VIP,,1.0
TXN-103627,CUST-3498,2022-07-25,Beauty & Personal Care,Beard Trimmer,8,43.22,0.13,300.81,Debit Card,Mobile App,East,Premium,1.7,0.0
TXN-106281,CUST-4169,2022-05-10,Sports & Outdoors,Dumbbells Set,9,91.34,0.11,731.63,Debit Card,Mobile App,South,Premium,1.2,1.0
TXN-109923,CUST-2094,2022-07-17,Sports & Outdoors,Tennis Racket,1,72.63,0.18,59.56,Cash,In-Store,North,New,2.3,0.0
TXN-109250,CUST-4658,2024-05-06,Sports & Outdoors,Sleeping Bag,6,78.41,0.27,343.44,Cash,In-Store,East,VIP,,1.0
TXN-107709,CUST-3856,2024-12-05,Beauty & Personal Care,Shampoo Set,9,25.31,0.02,223.23,Bank Transfer,Online,Central,Regular,4.4,0.0
TXN-108591,CUST-4472,2023-06-09,Beauty & Personal Care,Lip Balm Pack,6,12.34,0.05,70.34,PayPal,Mobile App,West,Premium,3.9,0.0
TXN-109736,CUST-2288,2022-05-29,Home & Kitchen,Rice Cooker,4,42.48,0.03,164.82,Bank Transfer,Mobile App,South,VIP,2.9,0.0
TXN-105990,CUST-4833,2022-10-20,Clothing,Sunglasses,1,32.1,0.16,26.96,Bank Transfer,In-Store,Central,VIP,1.2,0.0
TXN-106305,CUST-4320,2024-04-12,Toys & Games,Action Figure Set,9,31.51,0.11,252.4,PayPal,Mobile App,West,Premium,2.6,1.0
TXN-101779,CUST-4552,2023-11-05,Clothing,Cap,8,20.58,0.25,123.48,Debit Card,In-Store,North,Regular,1.8,0.0
TXN-109020,CUST-2483,2022-08-24,Electronics,Webcam,2,82.94,0.18,136.02,Cash,In-Store,North,Regular,3.4,0.0
TXN-103661,CUST-2777,2022-01-15,Home & Kitchen,Air Fryer,5,102.65,0.11,456.79,Cash,Mobile App,East,Premium,2.0,0.0
TXN-108208,CUST-3887,2022-02-24,Toys & Games,Card Game Bundle,9,15.67,0.16,118.47,N/A,In-Store,South,VIP,4.6,0.0
TXN-104843,CUST-1353,2022-08-02,Clothing,Backpack,10,55.22,0.26,408.63,Debit Card,Mobile App,Central,Regular,1.3,0.0
TXN-100414,CUST-3438,2022-07-15,Clothing,Yoga Pants,3,47.63,0.15,121.46,Debit Card,In-Store,Central,New,1.3,0.0
TXN-101577,CUST-1325,2022-09-04,Automotive,Steering Wheel Cover,3,26.6,0.04,76.61,Debit Card,Mobile App,Central,New,1.4,1.0
TXN-102859,CUST-2710,2023-12-23,Toys & Games,Nerf Blaster,6,26.0,0.14,134.16,Cash,Mobile App,East,Premium,1.8,0.0
TXN-102302,CUST-4189,2024-01-04,Beauty & Personal Care,Beard Trimmer,6,44.15,0.02,259.6,PayPal,Online,North,New,2.8,1.0
TXN-103338,CUST-1136,2023-03-18,Sports & Outdoors,Water Bottle,9,22.67,0.11,181.59,,Mobile App,East,Premium,4.9,0.0
TXN-100010,CUST-3079,2023-01-01,Automotive,Car Phone Mount,5,21.8,0.29,77.39,Credit Card,Mobile App,East,Premium,1.6,0.0
TXN-107091,CUST-3970,2024-03-13,Automotive,Tire Inflator,7,43.99,0.06,289.45,Cash,In-Store,South,VIP,1.3,0.0
TXN-101626,CUST-1038,2023-04-24,Sports & Outdoors,Tennis Racket,3,$64.86,0.19,157.61,Cash,In-Store,South,VIP,,0.0
TXN-108081,CUST-3475,2024-09-07,Toys & Games,Card Game Bundle,2,15.56,0.26,23.03,Bank Transfer,Online,South,Regular,1.3,1.0
TXN-100422,CUST-1093,2024-08-22,Electronics,Bluetooth Speaker,2,83.09,0.09,151.22,Debit Card,In-Store,Central,Premium,1.8,1.0
TXN-100086,CUST-1369,2024-01-20,Home & Kitchen,Kitchen Knife Set,7,96.47,0.29,479.46,PayPal,In-Store,East,Regular,2.8,
TXN-101719,CUST-3847,2023-06-17,Toys & Games,Nerf Blaster,7,26.48,0.15,157.56,Bank Transfer,Mobile App,North,Premium,1.7,1.0
TXN-109941,CUST-2059,2023-12-05,Beauty & Personal Care,Face Serum,1,37.75,0.02,36.99,Bank Transfer,Mobile App,North,Regular,4.1,0.0
TXN-109807,CUST-1153,2022-08-01,Electronics,Smartphone,8,759.07,0.15,5161.68,Debit Card,Online,West,VIP,4.9,0.0
TXN-102611,CUST-1481,2023-03-04,Books,SQL Mastery,2,30.69,0.25,46.04,PayPal,In-Store,South,New,4.8,1.0
TXN-107574,CUST-2475,2024-05-08,Automotive,Car Air Freshener,8,9.19,0.25,55.14,Credit Card,Online,Central,Premium,2.2,0.0
TXN-107954,CUST-2315,2022-05-18,Sports & Outdoors,Treadmill,2,607.73,0.28,875.13,Bank Transfer,Mobile App,North,Premium,1.2,0.0
TXN-109146,CUST-3626,2024-10-25,Electronics,Bluetooth Speaker,4,79.67,0.01,315.49,Debit Card,Mobile App,,VIP,,0.0
TXN-102930,CUST-3743,2023-06-28,Automotive,Seat Covers Set,6,52.47,0.24,239.26,Cash,Online,West,Regular,1.5,0.0
TXN-109218,CUST-1288,2022-11-29,Sports & Outdoors,Yoga Mat,7,29.73,0.18,170.65,Debit Card,Online,North,VIP,2.5,1.0
TXN-107645,CUST-3094,2024-08-02,Home & Kitchen,Rice Cooker,10,45.11,0.25,338.33,Bank Transfer,In-Store,East,VIP,1.8,0.0
TXN-101860,CUST-4348,2022-02-15,Sports & Outdoors,Yoga Mat,8,29.37,0.2,187.97,PayPal,Online,North,Premium,1.7,0.0
TXN-101968,CUST-2919,2022-02-05,Home & Kitchen,Toaster Oven,10,80.32,0.25,602.4,Cash,Online,South,Regular,1.9,1.0
TXN-103243,CUST-2214,2024-02-28,Sports & Outdoors,Treadmill,8,633.08,0.26,3747.83,Debit Card,Online,East,Premium,2.6,0.0
TXN-102017,CUST-1688,2022-10-10,Books,The Pragmatic Programmer,1,48.68,0.2,38.94,Debit Card,Mobile App,North,Regular,,0.0
TXN-100645,CUST-3674,2023-08-16,Toys & Games,Chess Set,1,39.6,0.24,30.1,Cash,In-Store,North,New,2.1,0.0
TXN-102951,CUST-1565,2022-01-25,Toys & Games,Nerf Blaster,6,23.43,0.04,134.96,PayPal,In-Store,West,New,4.0,0.0
TXN-101350,CUST-4904,2023-02-03,Clothing,Dress Shirt,9,36.16,0.27,237.57,Cash,In-Store,North,,4.4,0.0
TXN-107883,CUST-4091,2022-10-22,Toys & Games,Jigsaw Puzzle,6,19.05,0.28,82.3,Bank Transfer,In-Store,Central,New,1.2,0.0
TXN-100390,CUST-4263,19-04-2023,Automotive,Jump Starter,7,72.14,0.24,383.78,Credit Card,Mobile App,East,Premium,2.6,
TXN-104883,CUST-3292,2022-03-03,Books,Statistics 101,4,28.36,0.19,91.89,Credit Card,In-Store,South,VIP,2.8,0.0
TXN-101432,CUST-4454,2024-05-20,Clothing,Yoga Pants,6,44.48,0.11,237.52,Cash,In-Store,East,New,4.4,0.0
TXN-101060,CUST-2902,01/09/2024,Books,Atomic Habits,2,18.36,0.03,35.62,PayPal,Mobile App,West,Premium,4.4,0.0
TXN-105731,CUST-3644,2022-07-06,Home & Kitchen,Bed Sheets Set,8,54.82,0.2,350.85,Debit Card,In-Store,North,VIP,4.7,0.0
TXN-106582,CUST-2858,2023-01-07,Clothing,Dress Shirt,5,37.4,0.22,145.86,Credit Card,Mobile App,Central,Regular,,0.0
TXN-100706,CUST-4282,2023-05-24,Books,Atomic Habits,1,18.81,0.27,13.73,Cash,Mobile App,West,VIP,,0.0
TXN-101765,CUST-4100,2023-10-13,Clothing,Sunglasses,9,38.48,0.05,329.0,Credit Card,Mobile App,South,New,3.7,0.0
TXN-105881,CUST-3722,2023-01-28,Books,Atomic Habits,4,21.56,0.16,72.44,PayPal,Online,South,New,3.9,0.0
TXN-105781,CUST-2438,2022-04-19,Automotive,Steering Wheel Cover,8,26.6,0.06,200.03,Cash,Mobile App,West,New,5.0,0.0
TXN-104392,CUST-1863,2024-01-01,Electronics,Bluetooth Speaker,5,81.35,0.14,349.81,Debit Card,In-Store,South,New,4.0,0.0
TXN-105268,CUST-3438,2024-01-14,Books,The Pragmatic Programmer,8,45.05,0.05,342.38,Credit Card,Mobile App,Central,VIP,4.1,0.0
TXN-108877,CUST-1412,2024-02-15,Automotive,Car Air Freshener,4,9.41,0.13,32.75,Bank Transfer,Mobile App,North,VIP,1.3,1.0
