transaction_id,customer_id,transaction_date,category,item,quantity,unit_price,discount,total_spent,payment_method,location,region,customer_segment,rating,returned,year,month_year
TXN-105500,CUST-4180,2022-07-17,Toys & Games,Nerf Blaster,1.0,23.3,0.02,22.834,Cash,Online,Central,VIP,1.9,0,2022,2022-07
TXN-107610,CUST-2521,2023-11-22,Books,The Pragmatic Programmer,3.0,43.91,0.17,109.33589999999998,Bank Transfer,In-Store,South,VIP,1.5,0,2023,2023-11
TXN-101368,CUST-2766,2022-07-13,Electronics,Wireless Headphones,5.0,160.91,0.15,683.8675,Debit Card,Online,North,Premium,2.8,0,2022,2022-07
TXN-106349,CUST-4938,2022-04-29,Electronics,Smartphone,8.0,750.17,0.14,5161.169599999999,Bank Transfer,Mobile App,West,New,2.5,0,2022,2022-04
TXN-106846,CUST-1762,2023-03-06,Sports & Outdoors,Resistance Bands,3.0,20.84,0.19,50.6412,Cash,Mobile App,South,VIP,4.0,1,2023,2023-03
TXN-106376,CUST-1451,2024-03-04,Home & Kitchen,Desk Lamp,4.0,37.11,0.23,114.2988,Bank Transfer,In-Store,East,New,3.4,0,2024,2024-03
TXN-108534,CUST-3413,2023-02-26,Electronics,Monitor,10.0,301.98,0.24,2295.0480000000002,PayPal,In-Store,East,New,2.2,0,2023,2023-02
TXN-106190,CUST-1097,2024-01-29,Toys & Games,Chess Set,9.0,43.61,0.12,345.3912,PayPal,In-Store,East,VIP,4.9,1,2024,2024-01
TXN-100342,CUST-2301,2023-02-01,Home & Kitchen,Kitchen Knife Set,10.0,82.79,0.02,811.3420000000001,PayPal,Online,East,VIP,2.4200000000000004,0,2023,2023-02
TXN-100529,CUST-2463,2024-07-02,Clothing,Dress Shirt,10.0,36.19,0.25,271.42499999999995,PayPal,Online,North,Premium,3.3,0,2024,2024-07
TXN-100085,CUST-4743,2023-06-11,Books,Statistics 101,5.0,28.0,0.25,105.0,PayPal,Online,East,Regular,2.9,0,2023,2023-06
TXN-100254,CUST-3385,2022-06-22,Home & Kitchen,Kitchen Knife Set,6.0,95.82,0.21,454.1868,Bank Transfer,Online,North,Regular,5.0,0,2022,2022-06
TXN-108375,CUST-1286,2023-09-27,Automotive,Dash Cam,6.0,98.4,0.05,560.8800000000001,Debit Card,Mobile App,Central,Regular,3.6,0,2023,2023-09
TXN-102090,CUST-3951,2024-11-24,Books,Business Analytics,3.0,35.37,0.11,94.43789999999998,Debit Card,Mobile App,Central,VIP,2.7,0,2024,2024-11
TXN-105558,CUST-2069,2022-09-27,Clothing,Winter Jacket,9.0,135.54,0.20600000000000002,968.56884,Debit Card,In-Store,North,Regular,4.7,0,2022,2022-09
TXN-103051,CUST-2158,2022-02-17,Beauty & Personal Care,Perfume Set,6.0,89.69,0.06,505.85159999999996,Credit Card,Online,South,Regular,3.4,0,2022,2022-02
TXN-102015,CUST-4366,2024-05-26,Electronics,Gaming Mouse,1.0,61.7,0.04,59.232,Bank Transfer,Mobile App,South,Premium,4.7,0,2024,2024-05
TXN-104982,CUST-2834,2024-01-19,Clothing,Sunglasses,5.0,34.33,0.17,142.46949999999998,PayPal,Online,South,New,1.8,0,2024,2024-01
TXN-105210,CUST-1428,2024-07-24,Clothing,Backpack,5.0,50.16,0.06,235.75199999999998,Debit Card,Mobile App,Central,ERROR,4.5,0,2024,2024-07
TXN-100376,CUST-1766,2023-06-16,Toys & Games,Nerf Blaster,6.0,22.99,0.18,113.11080000000001,Bank Transfer,Online,South,VIP,2.9,1,2023,2023-06
TXN-109585,CUST-4905,2022-06-20,Toys & Games,Drone Mini,1.0,87.36,0.06,82.1184,Debit Card,In-Store,North,Premium,1.1,0,2022,2022-06
TXN-105406,CUST-4657,2024-06-07,Beauty & Personal Care,Lip Balm Pack,2.0,12.1,0.29,17.182,PayPal,Online,East,New,1.9,0,2024,2024-06
TXN-103552,CUST-1409,2023-01-10,Toys & Games,Drone Mini,3.0,97.48,0.12,257.3472,Cash,In-Store,Central,Regular,2.7,0,2023,2023-01
TXN-104229,CUST-4435,2022-03-23,Automotive,Car Air Freshener,8.0,10.22,0.25,61.32000000000001,Credit Card,Online,Central,VIP,1.3,0,2022,2022-03
TXN-100504,CUST-5000,2024-12-21,Books,Data Structures,4.0,45.04,0.06,169.35039999999998,Credit Card,Mobile App,East,Premium,2.9,0,2024,2024-12
TXN-103342,CUST-4212,2024-01-07,Automotive,Car Vacuum,8.0,37.68,0.198,241.75488,PayPal,Mobile App,South,Regular,3.1,0,2024,2024-01
TXN-100623,CUST-3500,2024-12-16,Beauty & Personal Care,Sunscreen SPF50,1.0,21.63,0.22999999999999998,16.6551,Cash,Mobile App,West,New,3.6,0,2024,2024-12
TXN-108395,CUST-3836,2022-08-24,Toys & Games,Nerf Blaster,4.0,25.28,0.154,85.54752,Debit Card,Online,West,New,1.6,0,2022,2022-08
TXN-102865,CUST-2172,2024-04-23,Automotive,Tire Inflator,2.0,44.05,0.26,65.19399999999999,Cash,Online,North,VIP,4.3,0,2024,2024-04
TXN-103820,CUST-4307,2022-08-07,Clothing,Sunglasses,6.0,34.46,0.09,188.1516,Debit Card,In-Store,North,Regular,1.1,0,2022,2022-08
TXN-104985,CUST-1117,2022-04-05,Electronics,Mechanical Keyboard,2.0,113.57,0.22,177.1692,Credit Card,Online,Central,New,3.4800000000000004,0,2022,2022-04
TXN-104800,CUST-3891,2024-08-13,Toys & Games,Action Figure Set,4.0,31.51,0.28,90.7488,Debit Card,Online,North,ERROR,3.9,0,2024,2024-08
TXN-100541,CUST-2709,2022-08-22,Sports & Outdoors,Sleeping Bag,9.0,81.8,0.25,552.15,PayPal,In-Store,North,Premium,4.7,0,2022,2022-08
TXN-100176,CUST-2538,2024-02-13,Home & Kitchen,Desk Lamp,7.0,34.11,0.13,207.7299,Credit Card,Mobile App,Central,Premium,3.6,0,2024,2024-02
TXN-101729,CUST-2186,2023-01-15,Books,Machine Learning Basics,5.0,38.43,0.24,146.03400000000002,Credit Card,Online,South,Premium,2.7,0,2023,2023-01
TXN-107826,CUST-4164,2023-07-21,Automotive,USB Car Charger,10.0,13.55,0.08,124.66000000000001,Cash,Mobile App,South,VIP,3.1,0,2023,2023-07
TXN-102492,CUST-2355,2024-07-24,Beauty & Personal Care,Electric Toothbrush,5.0,53.76,0.06,252.672,Cash,Mobile App,North,New,4.1,0,2024,2024-07
TXN-101369,CUST-4034,2024-08-06,Clothing,Sneakers,2.0,79.52,0.28,114.5088,PayPal,Mobile App,North,Premium,2.6000000000000005,0,2024,2024-08
TXN-101245,CUST-1669,2022-05-16,Toys & Games,Chess Set,4.0,40.54,0.0,162.16,Credit Card,Online,West,Regular,1.9,0,2022,2022-05
TXN-108656,CUST-3277,2022-08-27,Clothing,Denim Jeans,8.0,61.58,0.12,433.5232,Cash,Mobile App,South,Regular,1.1,0,2022,2022-08
TXN-109451,CUST-3163,2022-12-14,Books,SQL Mastery,7.0,30.16,0.15,179.452,Credit Card,Online,South,Regular,1.2,1,2022,2022-12
TXN-107662,CUST-2801,2024-05-30,Toys & Games,Nerf Blaster,6.0,25.9,0.27,113.44199999999998,Cash,Online,South,VIP,3.6,0,2024,2024-05
TXN-103336,CUST-4200,2024-07-10,Home & Kitchen,Vacuum Cleaner,7.0,184.26,0.16,1083.4488,Credit Card,In-Store,West,VIP,1.9,1,2024,2024-07
TXN-103086,CUST-1694,2024-09-27,Beauty & Personal Care,Lip Balm Pack,8.0,11.73,0.07,87.2712,Cash,Mobile App,Central,New,1.3,0,2024,2024-09
TXN-105745,CUST-1218,2024-11-06,Automotive,Car Phone Mount,5.0,19.69,0.03,95.4965,Bank Transfer,Mobile App,North,Regular,2.9,0,2024,2024-11
TXN-108019,CUST-3928,2024-10-08,Sports & Outdoors,Water Bottle,10.0,24.84,0.02,243.432,Debit Card,In-Store,South,New,4.8,0,2024,2024-10
TXN-100382,CUST-4643,2024-07-04,Books,The Pragmatic Programmer,8.0,46.55,0.23,286.748,Credit Card,Online,Central,VIP,2.9,0,2024,2024-07
TXN-103786,CUST-1243,2022-04-06,Sports & Outdoors,Protein Powder,3.0,45.9,0.3,96.38999999999999,PayPal,Online,North,New,4.5,0,2022,2022-04
TXN-107834,CUST-4901,2022-06-08,Automotive,USB Car Charger,6.0,15.8,0.22,73.94400000000002,Credit Card,In-Store,West,Premium,4.1,0,2022,2022-06
TXN-102175,CUST-3338,2024-05-18,Toys & Games,Remote Control Car,10.0,45.13,0.28,324.936,Cash,In-Store,Central,ERROR,2.0,0,2024,2024-05
TXN-101454,CUST-2059,2022-08-30,Automotive,Car Phone Mount,10.0,19.06,0.11,169.634,Credit Card,Mobile App,West,Regular,2.4,0,2022,2022-08
TXN-104103,CUST-3891,2023-08-28,Books,Python for Data Science,2.0,38.07,0.13,66.2418,Cash,Mobile App,East,Regular,1.9,0,2023,2023-08
TXN-109072,CUST-4127,2023-05-07,Books,Business Analytics,7.0,36.69,0.25,192.6225,Bank Transfer,Online,East,VIP,3.0,0,2023,2023-05
TXN-101234,CUST-1556,2024-02-12,Sports & Outdoors,Protein Powder,1.0,51.39,0.02,50.3622,Credit Card,Online,West,ERROR,3.7,0,2024,2024-02
TXN-103984,CUST-2002,2024-01-09,Home & Kitchen,Toaster Oven,1.0,77.15,0.26,57.091,Cash,Mobile App,South,Regular,1.1,0,2024,2024-01
TXN-100236,CUST-3163,2022-05-26,Electronics,Smart Watch,2.0,249.73,0.07,464.4977999999999,Credit Card,Online,East,Premium,2.5,1,2022,2022-05
TXN-103070,CUST-3825,2024-03-26,Clothing,Dress Shirt,3.0,41.52,0.03,120.8232,Cash,Online,East,Premium,4.9,0,2024,2024-03
TXN-103901,CUST-1096,2022-11-16,Home & Kitchen,Blender,6.0,64.1,0.23,296.142,PayPal,Online,East,Premium,1.6,0,2022,2022-11
TXN-109494,CUST-1834,2023-01-17,Home & Kitchen,Air Fryer,1.0,108.01,0.0,108.01,Debit Card,In-Store,East,Premium,1.6,0,2023,2023-01
TXN-100654,CUST-4497,2022-04-17,Beauty & Personal Care,Body Lotion,1.0,19.37,0.272,14.10136,Debit Card,Online,West,VIP,3.12,1,2022,2022-04
TXN-105397,CUST-3068,2024-07-18,Beauty & Personal Care,Hair Dryer,3.0,36.16,0.13,94.37759999999999,Bank Transfer,Mobile App,South,Premium,1.5,0,2024,2024-07
TXN-105011,CUST-1323,2023-03-11,Clothing,Running Shoes,10.0,81.63,0.23,628.5509999999999,PayPal,In-Store,East,New,4.2,0,2023,2023-03
TXN-104119,CUST-3843,2023-01-20,Books,The Pragmatic Programmer,4.0,43.39,0.14,149.2616,Bank Transfer,In-Store,East,New,2.54,0,2023,2023-01
TXN-105231,CUST-4426,2022-03-29,Beauty & Personal Care,Beard Trimmer,6.0,45.11,0.28,194.87519999999998,Credit Card,Online,Central,Regular,4.1,1,2022,2022-03
TXN-108665,CUST-1313,2023-08-29,Toys & Games,Card Game Bundle,2.0,14.09,0.04,27.052799999999998,Debit Card,Online,West,VIP,4.4,0,2023,2023-08
TXN-100550,CUST-3814,2023-10-01,Clothing,Yoga Pants,7.0,44.93,0.09,286.2041,PayPal,In-Store,Central,New,2.2,0,2023,2023-10
TXN-109263,CUST-3769,2022-09-03,Sports & Outdoors,Resistance Bands,9.0,19.69,0.16,148.8564,Credit Card,Online,South,Premium,2.9,0,2022,2022-09
TXN-106194,CUST-1403,2023-01-12,Books,Statistics 101,7.0,30.48,0.04,204.8256,Credit Card,Mobile App,East,Regular,3.8,0,2023,2023-01
TXN-102384,CUST-1580,2024-10-07,Sports & Outdoors,Yoga Mat,6.0,30.43,0.15,155.19299999999998,Cash,Mobile App,Central,Premium,2.6,0,2024,2024-10
TXN-106500,CUST-3202,2024-01-25,Automotive,Car Vacuum,3.0,43.47,0.01,129.1059,Credit Card,Mobile App,North,ERROR,2.4,0,2024,2024-01
TXN-106873,CUST-4527,2022-04-03,Clothing,Hoodie,10.0,53.94,0.01,534.006,PayPal,Online,North,VIP,1.3,0,2022,2022-04
TXN-108913,CUST-4669,2024-05-12,Automotive,Car Vacuum,2.0,43.4,0.3,60.75999999999999,Bank Transfer,In-Store,Central,Regular,3.7,0,2024,2024-05
TXN-108037,CUST-4985,2022-03-21,Automotive,USB Car Charger,3.0,16.02,0.17,39.8898,PayPal,Mobile App,North,VIP,2.7,0,2022,2022-03
TXN-101390,CUST-4743,2022-08-20,Clothing,Backpack,2.0,58.56,0.28,84.3264,PayPal,Mobile App,West,Premium,1.2,1,2022,2022-08
TXN-108750,CUST-2132,2023-10-02,Beauty & Personal Care,Sunscreen SPF50,2.0,20.64,0.02,40.4544,Cash,Online,East,Regular,1.2,0,2023,2023-10
TXN-109352,CUST-4563,2024-04-02,Electronics,Laptop,9.0,899.99,0.26,5993.9334,Debit Card,Online,West,VIP,2.52,0,2024,2024-04
TXN-108867,CUST-2010,2024-07-31,Clothing,Dress Shirt,5.0,39.95,0.1,179.775,PayPal,Online,East,Premium,4.4,0,2024,2024-07
TXN-106142,CUST-2100,2023-06-06,Automotive,Car Phone Mount,3.0,18.43,0.21,43.6791,Debit Card,In-Store,West,New,1.3,0,2023,2023-06
TXN-107952,CUST-2312,2024-04-28,Home & Kitchen,Desk Lamp,8.0,33.27,0.12,234.22080000000003,Credit Card,In-Store,North,Regular,4.2,0,2024,2024-04
TXN-103048,CUST-3023,2024-03-02,Home & Kitchen,Vacuum Cleaner,4.0,218.17,0.05,829.0459999999999,Credit Card,In-Store,North,New,2.8,0,2024,2024-03
TXN-108679,CUST-2852,2023-03-08,Clothing,Hoodie,2.0,54.05,0.0,108.1,Cash,Mobile App,South,New,1.4,0,2023,2023-03
TXN-101083,CUST-2468,2023-06-04,Clothing,Dress Shirt,1.0,43.35,0.22,33.813,Debit Card,Online,North,VIP,2.8,0,2023,2023-06
TXN-106130,CUST-2126,2023-09-09,Automotive,Jump Starter,2.0,83.47,0.04,160.26239999999999,Bank Transfer,Online,Central,Regular,2.4,1,2023,2023-09
TXN-107419,CUST-3254,2023-06-02,Books,Statistics 101,1.0,25.41,0.19,20.5821,Bank Transfer,In-Store,West,VIP,3.2,0,2023,2023-06
TXN-100359,CUST-2160,2022-06-21,Clothing,Sneakers,8.0,74.13,0.23,456.64079999999996,Bank Transfer,Mobile App,West,ERROR,1.8,0,2022,2022-06
TXN-105824,CUST-2514,2024-11-10,Automotive,Car Vacuum,2.0,42.7,0.28,61.488,Bank Transfer,Online,North,New,2.0,0,2024,2024-11
TXN-109437,CUST-1379,2024-12-30,Home & Kitchen,Rice Cooker,7.0,40.85,0.04,274.512,Debit Card,Online,North,Regular,2.3,0,2024,2024-12
TXN-104425,CUST-3724,2022-01-30,Clothing,Dress Shirt,1.0,36.01,0.17,29.888299999999997,Credit Card,Mobile App,South,VIP,2.9,0,2022,2022-01
TXN-103466,CUST-2782,2024-07-07,Home & Kitchen,Toaster Oven,10.0,81.22,0.06,763.468,Bank Transfer,Online,North,VIP,2.7,0,2024,2024-07
TXN-106406,CUST-3686,2024-07-14,Toys & Games,Play-Doh Kit,8.0,23.76,0.03,184.3776,Debit Card,Mobile App,South,VIP,4.4,0,2024,2024-07
TXN-101132,CUST-2945,2024-07-03,Beauty & Personal Care,Perfume Set,6.0,87.52,0.18,430.5984,Debit Card,Mobile App,South,VIP,2.2,1,2024,2024-07
TXN-104325,CUST-3342,2022-01-07,Beauty & Personal Care,Hair Dryer,6.0,41.53,0.22,194.3604,Debit Card,Online,East,ERROR,1.9,0,2022,2022-01
TXN-105009,CUST-2936,2022-11-13,Sports & Outdoors,Resistance Bands,1.0,19.51,0.19,15.803100000000002,Bank Transfer,Online,South,VIP,3.1,0,2022,2022-11
TXN-101705,CUST-4413,2022-12-08,Beauty & Personal Care,Sunscreen SPF50,1.0,20.3,0.22,15.834000000000001,Credit Card,Online,West,Regular,2.5,0,2022,2022-12
TXN-100383,CUST-1324,2022-05-27,Home & Kitchen,Toaster Oven,10.0,78.74,0.17,653.5419999999999,Cash,Online,South,VIP,2.3,0,2022,2022-05
TXN-101347,CUST-4290,2022-05-13,Electronics,Webcam,10.0,87.62,0.17,727.246,Debit Card,Online,Central,Premium,4.7,0,2022,2022-05
TXN-109861,CUST-2742,2023-02-17,Electronics,Monitor,7.0,306.38,0.13,1865.8541999999998,Cash,Mobile App,West,Regular,2.9,1,2023,2023-02
TXN-101727,CUST-1243,2022-06-04,Home & Kitchen,Blender,4.0,58.45,0.25,175.35000000000002,Bank Transfer,Online,Central,VIP,1.4,0,2022,2022-06
TXN-105075,CUST-3648,2024-09-06,Electronics,Laptop,6.0,899.99,0.16999999999999998,4481.950200000001,PayPal,Online,North,VIP,2.1,0,2024,2024-09
TXN-104426,CUST-1295,2023-06-06,Home & Kitchen,Rice Cooker,4.0,46.68,0.24,141.9072,Cash,In-Store,West,VIP,2.8,0,2023,2023-06
TXN-108778,CUST-4216,2022-01-11,Clothing,Denim Jeans,5.0,65.92,0.06,309.824,Cash,Mobile App,South,Regular,2.5,0,2022,2022-01
TXN-108477,CUST-3785,2022-05-09,Sports & Outdoors,Dumbbells Set,2.0,91.07,0.09,165.7474,Bank Transfer,Mobile App,South,VIP,1.8,0,2022,2022-05
TXN-104222,CUST-1114,2024-09-19,Automotive,Dash Cam,1.0,95.97,0.23,73.8969,Bank Transfer,Online,North,VIP,2.6,0,2024,2024-09
TXN-106143,CUST-3133,2024-08-30,Electronics,Smart Watch,9.0,238.07,0.2,1714.1040000000003,Debit Card,In-Store,North,VIP,3.9,0,2024,2024-08
TXN-105409,CUST-3956,2023-02-04,Automotive,Seat Covers Set,3.0,48.39,0.21,114.68430000000002,Bank Transfer,Online,South,VIP,4.0,0,2023,2023-02
TXN-103210,CUST-4486,2023-08-22,Automotive,Car Vacuum,7.0,37.74,0.22,206.06040000000002,PayPal,Online,North,Premium,1.0,0,2023,2023-08
TXN-106421,CUST-2725,2023-04-03,Beauty & Personal Care,Face Serum,7.0,36.01,0.19,204.1767,Credit Card,Online,East,New,3.2,0,2023,2023-04
TXN-103773,CUST-1582,2024-03-06,Beauty & Personal Care,Hair Dryer,10.0,43.55,0.05,413.72499999999997,Credit Card,Online,North,VIP,3.8,0,2024,2024-03
TXN-106646,CUST-4531,2023-09-19,Electronics,Tablet,3.0,299.72,0.02,881.1768000000001,Cash,Online,North,Regular,4.7,0,2023,2023-09
TXN-109387,CUST-4397,2022-03-19,Books,Statistics 101,8.0,28.84,0.01,228.4128,PayPal,Mobile App,South,VIP,1.4,0,2022,2022-03
TXN-107070,CUST-2305,2023-11-22,Sports & Outdoors,Tennis Racket,3.0,70.25,0.16,177.03,PayPal,Mobile App,West,New,3.5,0,2023,2023-11
TXN-103753,CUST-1583,2023-02-10,Toys & Games,Jigsaw Puzzle,2.0,21.15,0.07,39.33899999999999,PayPal,In-Store,East,New,2.2,1,2023,2023-02
TXN-106764,CUST-1172,2023-11-18,Clothing,Winter Jacket,2.0,126.27,0.16,212.13359999999997,PayPal,Mobile App,West,ERROR,1.7,0,2023,2023-11
TXN-109786,CUST-2019,2024-12-30,Automotive,Car Floor Mats,6.0,36.53,0.16,184.1112,Cash,Mobile App,West,Premium,2.6,1,2024,2024-12
TXN-109358,CUST-3355,2022-08-18,Home & Kitchen,Coffee Maker,1.0,72.06,0.09,65.5746,Cash,In-Store,East,VIP,1.0,0,2022,2022-08
TXN-100868,CUST-2463,2022-10-18,Electronics,Wireless Headphones,4.0,164.35,0.192,531.1792,PayPal,In-Store,South,New,2.4,0,2022,2022-10
TXN-109273,CUST-3961,2024-04-17,Clothing,Sneakers,8.0,87.65,0.27,511.87600000000003,Cash,In-Store,South,VIP,3.2,0,2024,2024-04
TXN-109192,CUST-3123,2023-09-04,Electronics,Mechanical Keyboard,1.0,121.55,0.13,105.74849999999999,Debit Card,In-Store,North,ERROR,2.8,0,2023,2023-09
TXN-100218,CUST-4448,2023-10-07,Home & Kitchen,Vacuum Cleaner,5.0,186.67,0.04,896.0159999999998,PayPal,Mobile App,North,VIP,4.8,0,2023,2023-10
TXN-104837,CUST-3913,2024-02-24,Home & Kitchen,Blender,10.0,54.6,0.076,504.504,Cash,Online,South,Premium,5.0,0,2024,2024-02
TXN-109779,CUST-3754,2024-09-02,Electronics,Gaming Mouse,7.0,54.26,0.19,307.6542,Cash,Online,Central,Premium,4.4,0,2024,2024-09
TXN-108997,CUST-4889,2023-12-08,Toys & Games,Nerf Blaster,9.0,26.47,0.12,209.64239999999998,Bank Transfer,In-Store,North,New,4.8,0,2023,2023-12
TXN-104379,CUST-2422,2024-09-24,Automotive,Car Vacuum,7.0,40.59,0.03,275.60609999999997,PayPal,Online,West,New,3.4,0,2024,2024-09
TXN-105592,CUST-4720,2023-04-02,Clothing,Yoga Pants,2.0,46.09,0.2,73.74400000000001,Cash,In-Store,South,VIP,2.6,0,2023,2023-04
TXN-108809,CUST-3659,2024-03-19,Books,Clean Code,7.0,32.35,0.02,221.92100000000002,Debit Card,In-Store,Central,New,1.5,0,2024,2024-03
TXN-105482,CUST-4118,2024-10-31,Clothing,Backpack,6.0,55.65,0.27,243.74699999999999,Credit Card,Online,Central,Regular,3.1,0,2024,2024-10
TXN-107337,CUST-4905,2023-10-21,Sports & Outdoors,Sleeping Bag,6.0,82.7,0.02,486.276,Bank Transfer,Mobile App,East,Premium,2.8,1,2023,2023-10
TXN-102152,CUST-1229,2022-03-22,Automotive,Dash Cam,5.0,92.66,0.16,389.17199999999997,Debit Card,In-Store,North,New,2.0,1,2022,2022-03
TXN-104583,CUST-2182,2023-06-30,Clothing,Cap,8.0,18.59,0.172,123.14016000000001,Cash,Mobile App,West,New,4.8,0,2023,2023-06
TXN-107329,CUST-4689,2022-05-28,Automotive,Car Air Freshener,10.0,10.82,0.14200000000000002,92.8356,PayPal,In-Store,South,New,1.2,1,2022,2022-05
TXN-108944,CUST-1965,2022-10-18,Books,Data Structures,1.0,47.64,0.25,35.730000000000004,Bank Transfer,Online,East,Premium,1.7,0,2022,2022-10
TXN-102767,CUST-2038,2024-08-03,Clothing,Hoodie,3.0,50.69,0.06,142.9458,Debit Card,Mobile App,Central,VIP,4.8,0,2024,2024-08
TXN-107362,CUST-2228,2023-06-27,Electronics,Mechanical Keyboard,3.0,121.19,0.06,341.75579999999997,Bank Transfer,Mobile App,North,VIP,3.1,0,2023,2023-06
TXN-102754,CUST-4049,2024-06-25,Toys & Games,Nerf Blaster,10.0,23.79,0.19,192.69899999999998,Credit Card,Online,East,Premium,2.1,0,2024,2024-06
TXN-105271,CUST-2867,2023-04-28,Toys & Games,Drone Mini,6.0,85.28,0.2,409.34400000000005,Credit Card,Mobile App,West,Premium,1.6,0,2023,2023-04
TXN-104986,CUST-3821,2023-05-27,Electronics,Laptop,1.0,842.2,0.01,833.778,PayPal,Online,South,Premium,3.0,0,2023,2023-05
TXN-108262,CUST-1771,2023-03-23,Toys & Games,Jigsaw Puzzle,8.0,19.68,0.17,130.6752,Bank Transfer,Online,Central,VIP,3.9,0,2023,2023-03
TXN-107944,CUST-3905,2022-12-06,Electronics,Webcam,4.0,95.72,0.15,325.448,PayPal,Mobile App,West,New,4.0,0,2022,2022-12
TXN-100965,CUST-4208,2022-01-06,Beauty & Personal Care,Beard Trimmer,8.0,46.51,0.06,349.75519999999995,Cash,In-Store,North,Premium,1.6,0,2022,2022-01
TXN-104022,CUST-2083,2022-10-17,Home & Kitchen,Coffee Maker,3.0,69.76,0.17,173.7024,Bank Transfer,Online,South,Regular,2.4799999999999995,0,2022,2022-10
TXN-107822,CUST-1383,2023-04-18,Beauty & Personal Care,Hair Dryer,1.0,39.76,0.01,39.3624,Debit Card,In-Store,Central,Regular,1.6,0,2023,2023-04
TXN-108774,CUST-4251,2023-09-03,Toys & Games,Action Figure Set,3.0,31.15,0.05,88.77749999999999,Bank Transfer,In-Store,North,New,4.3,0,2023,2023-09
TXN-103953,CUST-4250,2024-04-08,Beauty & Personal Care,Beard Trimmer,1.0,45.27,0.04,43.4592,Debit Card,In-Store,South,Premium,4.5,0,2024,2024-04
TXN-109556,CUST-4604,2023-04-17,Home & Kitchen,Toaster Oven,8.0,83.31,0.04,639.8208,Credit Card,Online,North,VIP,4.4,0,2023,2023-04
TXN-104368,CUST-2859,2024-09-11,Books,SQL Mastery,9.0,33.26,0.19,242.4654,Bank Transfer,Mobile App,East,Regular,4.2,1,2024,2024-09
TXN-107854,CUST-1289,2023-04-10,Clothing,Sunglasses,8.0,32.72,0.3,183.23199999999997,Cash,Mobile App,South,VIP,1.2,0,2023,2023-04
TXN-101040,CUST-1229,2022-07-27,Sports & Outdoors,Cycling Helmet,10.0,65.83,0.11,585.887,Debit Card,Online,Central,VIP,3.7600000000000002,0,2022,2022-07
TXN-101111,CUST-1298,2023-10-18,Sports & Outdoors,Resistance Bands,3.0,19.82,0.27,43.4058,Cash,Online,South,Regular,1.2,0,2023,2023-10
TXN-106048,CUST-2438,2022-12-11,Books,SQL Mastery,4.0,33.82,0.12,119.0464,Cash,In-Store,South,VIP,3.6,0,2022,2022-12
TXN-107641,CUST-3152,2022-01-10,Automotive,Tire Inflator,2.0,42.47,0.3,59.45799999999999,Credit Card,In-Store,South,New,1.5,0,2022,2022-01
TXN-107446,CUST-4345,2024-07-19,Electronics,Tablet,9.0,331.81,0.02,2926.5642,Debit Card,In-Store,Central,VIP,1.5,0,2024,2024-07
TXN-105525,CUST-4344,2022-05-14,Sports & Outdoors,Cycling Helmet,4.0,60.46,0.1,217.656,Cash,Online,East,Premium,4.8,0,2022,2022-05
TXN-106504,CUST-2609,2024-05-31,Home & Kitchen,Kitchen Knife Set,4.0,93.06,0.3,260.568,PayPal,Online,West,VIP,3.5,0,2024,2024-05
TXN-109843,CUST-1913,2022-10-22,Electronics,Mechanical Keyboard,5.0,112.52,0.15,478.21,Cash,Mobile App,Central,ERROR,4.4,0,2022,2022-10
TXN-101262,CUST-3696,2024-05-14,Toys & Games,Card Game Bundle,6.0,14.84,0.22,69.4512,Debit Card,Mobile App,South,Regular,4.5,0,2024,2024-05
TXN-107024,CUST-4525,2024-03-17,Automotive,Car Air Freshener,7.0,10.15,0.28,51.156,PayPal,Mobile App,North,Regular,2.3,0,2024,2024-03
TXN-105128,CUST-4552,2024-07-30,Clothing,Cap,9.0,18.06,0.03,157.66379999999998,Bank Transfer,Online,North,ERROR,2.5,0,2024,2024-07
TXN-106331,CUST-3333,2024-12-05,Toys & Games,Drone Mini,9.0,85.79,0.12,679.4568,Debit Card,In-Store,North,New,1.6,0,2024,2024-12
TXN-103382,CUST-3554,2024-07-08,Automotive,Jump Starter,6.0,80.21,0.27,351.3198,Bank Transfer,Mobile App,Central,Premium,1.3,0,2024,2024-07
TXN-102450,CUST-4946,2024-04-08,Toys & Games,Nerf Blaster,3.0,23.94,0.24,54.583200000000005,Debit Card,In-Store,North,New,1.1,0,2024,2024-04
TXN-105739,CUST-4189,2024-11-15,Home & Kitchen,Coffee Maker,1.0,74.17,0.19,60.07770000000001,PayPal,In-Store,North,New,2.9,0,2024,2024-11
TXN-108141,CUST-2230,2024-08-28,Electronics,Gaming Mouse,8.0,55.94,0.05,425.14399999999995,Credit Card,In-Store,West,Premium,4.6,0,2024,2024-08
TXN-100080,CUST-2882,2023-06-05,Sports & Outdoors,Jump Rope,3.0,16.23,0.07,45.281699999999994,Debit Card,Mobile App,North,New,4.6,1,2023,2023-06
TXN-104906,CUST-2162,2022-05-08,Automotive,Seat Covers Set,7.0,54.43,0.02,373.3898,PayPal,Mobile App,West,Regular,3.4,0,2022,2022-05
TXN-109022,CUST-2913,2024-03-24,Automotive,Dash Cam,8.0,84.25,0.26,498.76,Cash,Online,North,Regular,3.5,0,2024,2024-03
TXN-103665,CUST-1968,2023-05-05,Books,Business Analytics,7.0,38.99,0.12,240.1784,Bank Transfer,In-Store,South,New,1.9,1,2023,2023-05
